STATION,NAME,DATE,AWND,DAPR,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/8/2024,,,,,0.01,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/9/2024,,,,,0.34,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/10/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/11/2024,,,,,0.29,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/12/2024,,,,,0.29,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/13/2024,,,,,0.14,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/14/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/15/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/16/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/17/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/18/2024,,,,,0.02,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/19/2024,,,,,0.07,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/21/2024,,,,,0.34,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/22/2024,,,,,0.06,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/23/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/24/2024,,,,,0.03,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/25/2024,,,,,0.05,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/26/2024,,,,,0.33,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/27/2024,,,,,0.1,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/28/2024,,,,,0.65,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",2/29/2024,,,,,0.7,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/1/2024,,,,,0.1,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/2/2024,,,,,0.15,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/3/2024,,,,,0.05,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/4/2024,,,,,0.2,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/5/2024,,,,,0.02,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/6/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/7/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/8/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/9/2024,,,,,0.05,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/10/2024,,,,,0.3,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/11/2024,,,,,0.3,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/12/2024,,,,,0.41,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/13/2024,,,,,0.07,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/14/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/15/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/16/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/17/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/18/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/19/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/20/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/21/2024,,,,,0.09,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/22/2024,,,,,0.07,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/23/2024,,,,,0.5,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/24/2024,,,,,0.02,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/25/2024,,,,,0.06,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/26/2024,,,,,0.86,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/27/2024,,,,,0.43,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/28/2024,,,,,0.19,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/29/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/30/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",3/31/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/1/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/2/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/3/2024,,,,,0.96,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/4/2024,,,,,0.28,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/5/2024,,,,,0.11,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/6/2024,,,,,0.03,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/7/2024,,,,,0.07,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/9/2024,,2,0.15,,,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/10/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/11/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/12/2024,,,,,0.06,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/13/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/14/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/15/2024,,,,,0.02,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/16/2024,,,,,0.37,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/17/2024,,,,,0.03,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/18/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/19/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/20/2024,,,,,0.04,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/21/2024,,,,,0.03,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/22/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/23/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/24/2024,,,,,0.07,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/25/2024,,,,,0.35,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/26/2024,,,,,0.21,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/27/2024,,,,,0.11,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/28/2024,,,,,0.21,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/29/2024,,,,,0.43,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",4/30/2024,,,,,0.13,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/1/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/2/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/3/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/5/2024,,,,,0.18,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/6/2024,,,,,0.08,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/7/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/8/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/9/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/10/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/11/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/12/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/14/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/15/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/17/2024,,,,,1.34,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/18/2024,,,,,0.06,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/19/2024,,,,,0.26,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/20/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/21/2024,,,,,0.99,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/22/2024,,,,,0.35,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/23/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/24/2024,,,,,0.35,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/25/2024,,,,,0.09,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/26/2024,,,,,0.2,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/27/2024,,,,,0.03,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/28/2024,,,,,0.04,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/29/2024,,,,,0.22,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",5/30/2024,,,,,0.09,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/1/2024,,,,,0.03,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/2/2024,,,,,0.42,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/3/2024,,,,,0.4,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/4/2024,,,,,0.24,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/5/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/6/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/7/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/8/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/9/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/10/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/11/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/12/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/15/2024,,3,0.23,,,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/16/2024,,,,,0.18,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/17/2024,,,,,0.18,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/18/2024,,,,,0.02,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/19/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",6/30/2024,,10,0.52,,,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/1/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/2/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/3/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/4/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/5/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/6/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/7/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/8/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/9/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/10/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/11/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/12/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/13/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/14/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/15/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/16/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/17/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/18/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/19/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/20/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/21/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/22/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/23/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/24/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/25/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/26/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/27/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/28/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/29/2024,,,,,0.17,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/30/2024,,,,,0.04,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",7/31/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/1/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/2/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/3/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/4/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/5/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/6/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/7/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/8/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/9/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/10/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/11/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/12/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/13/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/14/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/15/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/16/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/17/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/18/2024,,,,,1.4,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/19/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/21/2024,,,,,0.02,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/22/2024,,,,,0.03,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/25/2024,,3,1.78,,,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/26/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/27/2024,,,,,0.35,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/29/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/30/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",8/31/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/1/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/2/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/3/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/4/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/5/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/6/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/7/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/8/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/9/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/10/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/11/2024,,,,,0.1,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/12/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/13/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/14/2024,,,,,0.27,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/15/2024,,,,,0.04,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/16/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/17/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/18/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/19/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/20/2024,,,,,0.07,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/21/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/22/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/23/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/25/2024,,,,,0.11,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/26/2024,,,,,0.72,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/27/2024,,,,,0.21,,,,,,,,,,,,,,,,,,,,
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",9/28/2024,,,,,0,0,,,,,,,,,,,,,,,,,,,
